I / *:   1.2	-70	3.504E+14	2.374E+12	91.98	793.6  
I / *:   1.2	-65	3.504E+14	2.869E+12	91.5	792.5  
I / *:   1.2	-60	3.504E+14	3.709E+12	91.01	791.4  
I / *:   1.2	-55	3.504E+14	4.701E+12	90.51	790.3  
I / *:   1.2	-50	3.504E+14	5.645E+12	89.99	789.2  
I / *:   1.2	-45	3.504E+14	6.813E+12	89.38	788.1  
I / *:   1.2	-40	3.504E+14	7.802E+12	88.58	787  
I / *:   1.2	-35	3.504E+14	8.863E+12	87.74	798.8  
I / *:   1.2	-30	3.504E+14	1.022E+13	86.86	899.9  
I / *:   1.2	-25	3.504E+14	1.195E+13	85.95	1179  
I / *:   1.2	-20	3.504E+14	1.454E+13	83.11	1193  
I / *:   1.2	-15	3.504E+14	1.907E+13	78.34	1199  
I / *:   1.2	-10	3.504E+14	2.299E+13	74.81	1299  
I / *:   1.2	-5	3.504E+14	2.658E+13	74.23	1398  
I / *:   1.2	0	3.504E+14	3.009E+13	73.6	1398  
I / *:   1.2	5	3.504E+14	3.372E+13	72.93	1298  
I / *:   1.2	10	3.504E+14	3.763E+13	71.14	1378  
I / *:   1.2	15	3.504E+14	4.184E+13	67.97	1388  
I / *:   1.2	20	3.504E+14	4.674E+13	64.74	1294  
I / *:   1.2	25	3.504E+14	5.303E+13	61.49	1398  
I / *:   1.2	30	3.504E+14	6.08E+13	58.23	1705  
I / *:   1.2	35	3.504E+14	7.062E+13	54.99	1743  
I / *:   1.2	40	3.504E+14	8.049E+13	51.8	1736  
I / *:   1.2	45	3.504E+14	9.407E+13	49.78	4983  
I / *:   1.2	50	3.504E+14	1.116E+14	49.25	3412  
I / *:   1.2	55	3.504E+14	1.255E+14	48.71	2497  
I / *:   1.2	60	3.504E+14	1.373E+14	47.86	5376  
I / *:   1.2	65	3.504E+14	1.511E+14	46.97	5466  
I / *:   1.2	70	3.504E+14	1.69E+14	46.07	5493  
I / *:   1.2	75	3.504E+14	1.82E+14	45.16	5492  
I / *:   1.2	80	3.504E+14	1.923E+14	44.25	5474  
I / *:   1.2	85	3.504E+14	2.024E+14	43.33	5419  
I / *:   1.2	90	3.504E+14	2.109E+14	42.42	5468  
I / *:   1.2	95	3.504E+14	2.187E+14	41.51	5409  
I / *:   1.2	100	3.504E+14	2.244E+14	40.61	5064  
I / *:   1.2	105	3.504E+14	2.292E+14	39.73	4991  
I / *:   1.2	110	3.504E+14	2.33E+14	38.86	4989  
I / *:   1.2	115	3.504E+14	2.363E+14	38.02	5428  
I / *:   1.2	120	3.504E+14	2.389E+14	37.2	4965  
I / *:   1.2	125	3.504E+14	2.418E+14	36.41	4942  
I / *:   1.2	130	3.504E+14	2.441E+14	35.64	4985  
I / *:   1.2	135	3.504E+14	2.464E+14	34.91	4954  
I / *:   1.2	140	3.504E+14	2.484E+14	34.21	4877  
I / *:   1.4	-140	3.504E+14	4.145E+11	95.82	734.3  
I / *:   1.4	-135	3.504E+14	4.267E+11	95.46	733.2  
I / *:   1.4	-130	3.504E+14	4.504E+11	95.08	732.1  
I / *:   1.4	-125	3.504E+14	4.743E+11	94.69	731  
I / *:   1.4	-120	3.504E+14	5.448E+11	94.29	729.9  
I / *:   1.4	-115	3.504E+14	7.047E+11	93.88	728.8  
I / *:   1.4	-110	3.504E+14	7.757E+11	93.46	727.7  
I / *:   1.4	-105	3.504E+14	9.585E+11	93.02	1299  
I / *:   1.4	-100	3.504E+14	1.124E+12	92.56	1295  
I / *:   1.4	-95	3.504E+14	1.241E+12	92.1	1292  
I / *:   1.4	-90	3.504E+14	1.45E+12	91.62	1288  
I / *:   1.4	-85	3.504E+14	1.731E+12	91.12	1284  
I / *:   1.4	-80	3.504E+14	2.097E+12	90.61	1281  
I / *:   1.4	-75	3.504E+14	2.706E+12	90.09	1277  
I / *:   1.4	-70	3.504E+14	3.285E+12	89.55	1273  
I / *:   1.4	-65	3.504E+14	4.142E+12	88.99	1269  
I / *:   1.4	-60	3.504E+14	5.157E+12	88.42	1299  
I / *:   1.4	-55	3.504E+14	6.316E+12	87.84	1295  
I / *:   1.4	-50	3.504E+14	7.504E+12	87.24	1299  
I / *:   1.4	-45	3.504E+14	8.615E+12	86.62	1294  
I / *:   1.4	-40	3.504E+14	9.799E+12	85.71	1290  
I / *:   1.4	-35	3.504E+14	1.155E+13	84.73	1286  
